Subject,pc,sigma,lambda,theta,nLogLik,n_parameters,aic,optimizer,Timepoint,Subject_tx,x
control_33,pc2,0.23352896447523902,0.8816252105072373,-0.15479294356594697,-11.919768816290905,10,15.043603466314684,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control_33', 'control_33', 'control_33', 'control_33', 'control_33', 'control_33', 'control_33', 'control_33', 'control_33', 'control_33']","[-0.0021628933793709226, -0.09388755683666539, -0.13003902599305314, -0.12653119082003544, -0.1607030894814037, -0.11037680341835353, -0.270046232655691, -0.18680666886245942, -0.0979904445219883, -0.17381795053778581]"
control_33,pc3,0.20816914333058106,1.0057392181312692,-0.015174671603384742,-13.75895731558444,10,14.756619893699348,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control_33', 'control_33', 'control_33', 'control_33', 'control_33', 'control_33', 'control_33', 'control_33', 'control_33', 'control_33']","[0.004437508105247929, -0.036067074901338675, -0.020739705924715253, 0.0627566065663657, -0.0149818653564181, -0.07112306933812493, -0.028651299200722888, -0.06971881345490519, 0.018606763021498593, 0.01777259174892041]"
control_34,pc1,0.2389709889955886,0.534645866116678,-0.013642572788886555,-11.551121884206522,10,15.106434869835104,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control_34', 'control_34', 'control_34', 'control_34', 'control_34', 'control_34', 'control_34', 'control_34', 'control_34', 'control_34']","[-0.008446320526152976, -0.0069226462446989965, -0.03995839667828816, 0.09232095349608865, 0.0675863099633551, -0.023842722014983095, -0.09969340562046884, -0.08612689860119578, -0.06701423606186632, -0.011528958133329499]"
control_34,pc2,0.22689022368319076,0.44451304841008005,-0.14134847145785684,-12.381137308551171,10,14.96765174071908,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control_34', 'control_34', 'control_34', 'control_34', 'control_34', 'control_34', 'control_34', 'control_34', 'control_34', 'control_34']","[-0.0059103378203899035, -0.030044593949884044, -0.07212336791183296, -0.10284625800153228, -0.05809707986891843, -0.06642924306382511, -0.2025407092551721, -0.19039750864540111, -0.1260045419162637, -0.18420639615785395]"
control_34,pc3,0.2615709698861881,0.5024978364934669,0.02272508550250485,-10.10531426645019,10,15.373877099067965,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control_34', 'control_34', 'control_34', 'control_34', 'control_34', 'control_34', 'control_34', 'control_34', 'control_34', 'control_34']","[0.006341868620452988, 0.05394107927343197, 0.013534334806641929, -0.10059291643550097, -0.05943423578217458, -0.10413935342584407, 0.060897775356340306, 0.04739176986227249, 0.05813210509930537, 0.09642209154391004]"
destabilizing_treatment_0,pc1,0.20395255718693667,0.9814208384661206,-0.009379996044182104,-14.086383688682767,10,14.70958273007723,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_0', 'destabilizing_treatment_0', 'destabilizing_treatment_0', 'destabilizing_treatment_0', 'destabilizing_treatment_0', 'destabilizing_treatment_0', 'destabilizing_treatment_0', 'destabilizing_treatment_0', 'destabilizing_treatment_0', 'destabilizing_treatment_0']","[-0.0004708657632630331, -0.02545812842000811, -0.012123366518650779, 0.06592966282768281, 0.009396868373676266, 0.014952858164734179, -0.0405302616651972, -0.07520155689259653, 0.01724514563664628, -0.04036679581291103]"
destabilizing_treatment_0,pc2,0.20646863067801874,-0.33327265543577567,-0.05794314724646754,-13.89033806310023,10,14.737613009867594,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_0', 'destabilizing_treatment_0', 'destabilizing_treatment_0', 'destabilizing_treatment_0', 'destabilizing_treatment_0', 'destabilizing_treatment_0', 'destabilizing_treatment_0', 'destabilizing_treatment_0', 'destabilizing_treatment_0', 'destabilizing_treatment_0']","[0.004350890733455946, -0.028685036775342142, -0.009560702268557514, -0.04340078786287229, -0.008008552417874952, -0.01864167721058387, 0.04083707178936896, 0.07823283793359725, 0.19352949566655786, 0.257064750376311]"
destabilizing_treatment_0,pc3,0.24816623733884127,1.231208224402222,-0.005922724492823864,-10.946982612448693,10,15.213872284436462,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_0', 'destabilizing_treatment_0', 'destabilizing_treatment_0', 'destabilizing_treatment_0', 'destabilizing_treatment_0', 'destabilizing_treatment_0', 'destabilizing_treatment_0', 'destabilizing_treatment_0', 'destabilizing_treatment_0', 'destabilizing_treatment_0']","[-0.002357848842512811, 0.0449434195871802, -0.01450486741302908, 0.05884145475412959, -0.028821888546793177, 0.045515455531234976, -0.03932697823519956, 0.038419093563735913, -0.04689025300903792, -0.13353062159002016]"
destabilizing_treatment_1,pc1,0.1960957243151181,1.0954406870700875,0.09165624018193477,-14.7149272018578,10,14.622275131066406,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_1', 'destabilizing_treatment_1', 'destabilizing_treatment_1', 'destabilizing_treatment_1', 'destabilizing_treatment_1', 'destabilizing_treatment_1', 'destabilizing_treatment_1', 'destabilizing_treatment_1', 'destabilizing_treatment_1', 'destabilizing_treatment_1']","[0.0007105066892284784, 0.07669250282172277, 9.355825384345373e-05, 0.06308668497012909, 0.1596221891878276, 0.06227235521746034, 0.062089627212133874, 0.12113234849726982, 0.06199246831062441, 0.1456609818904221]"
destabilizing_treatment_1,pc2,0.30991964484058865,0.37763370155995,-0.09467913405775241,-7.391636810941666,10,15.999301599173197,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_1', 'destabilizing_treatment_1', 'destabilizing_treatment_1', 'destabilizing_treatment_1', 'destabilizing_treatment_1', 'destabilizing_treatment_1', 'destabilizing_treatment_1', 'destabilizing_treatment_1', 'destabilizing_treatment_1', 'destabilizing_treatment_1']","[-2.749274526417045e-05, 0.0988322010629085, 0.0657061277271889, 0.07269094366170123, -0.06730558215573323, -0.05033500172667171, -0.04710059683781217, -0.13222816244374536, -0.30118650419085324, -0.14554588423877698]"
destabilizing_treatment_1,pc3,0.2061726350965713,0.7100757699592819,-0.08810843186392756,-13.913169297066187,10,14.73432835389927,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_1', 'destabilizing_treatment_1', 'destabilizing_treatment_1', 'destabilizing_treatment_1', 'destabilizing_treatment_1', 'destabilizing_treatment_1', 'destabilizing_treatment_1', 'destabilizing_treatment_1', 'destabilizing_treatment_1', 'destabilizing_treatment_1']","[0.008540973572459643, -0.026246684999762952, -0.060113384919883245, -0.07915373228495579, -0.12794682144095362, -0.053892422324476524, -0.012896822486611587, -0.11825315580307652, -0.09872527590100019, -0.1406670997657081]"
destabilizing_treatment_2,pc1,0.24445250681604125,0.15418159769357553,0.05504461801969898,-11.188130981801589,10,15.170293034763034,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_2', 'destabilizing_treatment_2', 'destabilizing_treatment_2', 'destabilizing_treatment_2', 'destabilizing_treatment_2', 'destabilizing_treatment_2', 'destabilizing_treatment_2', 'destabilizing_treatment_2', 'destabilizing_treatment_2', 'destabilizing_treatment_2']","[0.0072184620332503505, -0.1250738843276749, -0.046847071961614584, 0.019445453411408575, 0.038692361573604284, 0.059729033779817406, 0.11376034270410201, 0.1103135400482433, 0.13832291405663272, 0.08539890293060354]"
destabilizing_treatment_2,pc2,0.19867884841625622,0.6997708850850626,-0.002940778757334862,-14.50553181905537,10,14.650939837130942,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_2', 'destabilizing_treatment_2', 'destabilizing_treatment_2', 'destabilizing_treatment_2', 'destabilizing_treatment_2', 'destabilizing_treatment_2', 'destabilizing_treatment_2', 'destabilizing_treatment_2', 'destabilizing_treatment_2', 'destabilizing_treatment_2']","[-0.004890947396837959, 0.0014113386034737933, 0.06253538111933662, 0.09131625863780925, -0.007240934371882737, 0.005992692670830796, 0.029885515479741817, -0.04969141000873173, -0.008613449962047125, -0.04370338373663888]"
destabilizing_treatment_2,pc3,0.1979760587741704,0.12614856468801272,-0.1053285497918566,-14.562247172874699,10,14.643135260688254,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_2', 'destabilizing_treatment_2', 'destabilizing_treatment_2', 'destabilizing_treatment_2', 'destabilizing_treatment_2', 'destabilizing_treatment_2', 'destabilizing_treatment_2', 'destabilizing_treatment_2', 'destabilizing_treatment_2', 'destabilizing_treatment_2']","[0.0012375024246697541, -0.022017582415652777, -0.05563543777754784, 0.02014094510547078, 0.040803834382254336, 0.005111618866498455, -0.0010919777415526102, -0.03214146980256781, -0.09062856190772076, -0.12452070482520097]"
destabilizing_treatment_3,pc1,0.2378384910907364,0.734961934744452,-0.0032018190952156356,-11.627060102079358,10,15.093329702289736,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_3', 'destabilizing_treatment_3', 'destabilizing_treatment_3', 'destabilizing_treatment_3', 'destabilizing_treatment_3', 'destabilizing_treatment_3', 'destabilizing_treatment_3', 'destabilizing_treatment_3', 'destabilizing_treatment_3', 'destabilizing_treatment_3']","[0.007900593611485566, -0.06099600320951491, -0.06597836920604255, 0.044496262738618064, 0.034056924213417376, -0.037692813988689046, -0.0885423853607409, -0.060929336967604455, 0.041051513494543806, 0.07643168548038783]"
destabilizing_treatment_3,pc2,0.21273769600047032,0.46254715141153213,-0.08108610634759855,-13.411516028596512,10,14.807772514002256,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_3', 'destabilizing_treatment_3', 'destabilizing_treatment_3', 'destabilizing_treatment_3', 'destabilizing_treatment_3', 'destabilizing_treatment_3', 'destabilizing_treatment_3', 'destabilizing_treatment_3', 'destabilizing_treatment_3', 'destabilizing_treatment_3']","[0.0008947180483187146, -0.045548405301810216, -0.11665467212151365, -0.19051112236588302, -0.1216092677970255, -0.05487753423361691, -0.027861456491607643, -0.005955825132187863, -0.05287615502606761, -0.10686602073768935]"
destabilizing_treatment_3,pc3,0.13653771157484937,0.31506161068190097,-0.09439919415683146,-20.506989193861312,10,13.958468471350578,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_3', 'destabilizing_treatment_3', 'destabilizing_treatment_3', 'destabilizing_treatment_3', 'destabilizing_treatment_3', 'destabilizing_treatment_3', 'destabilizing_treatment_3', 'destabilizing_treatment_3', 'destabilizing_treatment_3', 'destabilizing_treatment_3']","[0.0047511773176387665, -0.014533196302826264, 0.03676781594186994, -0.0028614492945531478, -0.021981496619282358, -0.047614753073405056, -0.10217537672986994, -0.1166785015564215, -0.09029774209410235, -0.07473203201134168]"
destabilizing_treatment_4,pc1,0.18829626448995113,0.1993123403707189,-0.07389055567009525,-15.364242411186147,10,14.535914223542733,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_4', 'destabilizing_treatment_4', 'destabilizing_treatment_4', 'destabilizing_treatment_4', 'destabilizing_treatment_4', 'destabilizing_treatment_4', 'destabilizing_treatment_4', 'destabilizing_treatment_4', 'destabilizing_treatment_4', 'destabilizing_treatment_4']","[0.007139396168360435, 0.040782130608537505, 0.0429606825159488, 0.0016043748600991295, 0.03562559253991909, -0.004138478049650118, -0.03553686114091323, -0.031863756619626885, -0.10380279526929102, -0.09095857665380838]"
destabilizing_treatment_4,pc2,0.19971320641914125,0.7799925916553584,-0.00751790565810417,-14.422319655859788,10,14.66244603457967,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_4', 'destabilizing_treatment_4', 'destabilizing_treatment_4', 'destabilizing_treatment_4', 'destabilizing_treatment_4', 'destabilizing_treatment_4', 'destabilizing_treatment_4', 'destabilizing_treatment_4', 'destabilizing_treatment_4', 'destabilizing_treatment_4']","[-0.0018341384010056516, 0.03190067877143106, 0.0797999111308609, 0.05754730354851617, -0.050506766125685526, 0.03247379289008706, 0.010784260328541666, -0.020311803575139516, -0.0634013382817043, -0.0355993653827534]"
destabilizing_treatment_4,pc3,0.24335198327199964,0.6933211313793044,-0.21964094234063103,-11.260290751648794,10,15.157435111966784,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_4', 'destabilizing_treatment_4', 'destabilizing_treatment_4', 'destabilizing_treatment_4', 'destabilizing_treatment_4', 'destabilizing_treatment_4', 'destabilizing_treatment_4', 'destabilizing_treatment_4', 'destabilizing_treatment_4', 'destabilizing_treatment_4']","[-0.007041576999740289, -0.19583775130374295, -0.19671404402665407, -0.18011470186915068, -0.13475496394173647, -0.11414489896621413, -0.19412137530135026, -0.32712943656172655, -0.2706156148048069, -0.2384424838077629]"
destabilizing_treatment_5,pc1,0.2383362088239288,-0.2686490260339308,0.15528126288795208,-11.593586949747472,10,15.099095807849654,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_5', 'destabilizing_treatment_5', 'destabilizing_treatment_5', 'destabilizing_treatment_5', 'destabilizing_treatment_5', 'destabilizing_treatment_5', 'destabilizing_treatment_5', 'destabilizing_treatment_5', 'destabilizing_treatment_5', 'destabilizing_treatment_5']","[-0.00928390420874981, -0.022435869612259726, 0.05688256947828775, 0.10693912156525753, 0.08851015544063139, 0.09733119115156173, -0.011344872427465735, 0.008885273416483767, -0.06891679922176154, -0.1914329936102861]"
destabilizing_treatment_5,pc2,0.2527212814926426,0.38301105967226085,0.03202601774904083,-10.65602029268681,10,15.267749963720096,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_5', 'destabilizing_treatment_5', 'destabilizing_treatment_5', 'destabilizing_treatment_5', 'destabilizing_treatment_5', 'destabilizing_treatment_5', 'destabilizing_treatment_5', 'destabilizing_treatment_5', 'destabilizing_treatment_5', 'destabilizing_treatment_5']","[-0.0018755290962984494, -0.08282783583191086, -0.03166478174717263, -0.02043476989442386, -0.04213523996733076, 0.08099669435969349, 0.15805650716649838, 0.09239131781265326, 0.09675355202573167, 0.0202255412471945]"
destabilizing_treatment_5,pc3,0.2541993570301,0.02093654359076478,0.6866134030361921,-10.562659943765352,10,15.285349729652705,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_5', 'destabilizing_treatment_5', 'destabilizing_treatment_5', 'destabilizing_treatment_5', 'destabilizing_treatment_5', 'destabilizing_treatment_5', 'destabilizing_treatment_5', 'destabilizing_treatment_5', 'destabilizing_treatment_5', 'destabilizing_treatment_5']","[0.009581968190063165, -0.10096063007061544, -0.04731234275518828, -0.1136898463709903, -0.04306826869258268, 0.025702662668696433, 0.06883379683206384, 0.1491527986125139, 0.16261402256142857, 0.17379844393279376]"
destabilizing_treatment_6,pc1,0.2040521132502905,0.503958451347847,-0.1559502532599511,-14.078606929989144,10,14.71068718759281,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_6', 'destabilizing_treatment_6', 'destabilizing_treatment_6', 'destabilizing_treatment_6', 'destabilizing_treatment_6', 'destabilizing_treatment_6', 'destabilizing_treatment_6', 'destabilizing_treatment_6', 'destabilizing_treatment_6', 'destabilizing_treatment_6']","[0.0004405446767994459, -0.03232892331409017, -0.0675565122363658, -0.14755545254994903, -0.1201718532441662, -0.13434329209522683, -0.21885656024757807, -0.19015249824470232, -0.11531781064292074, -0.16282712578181066]"
destabilizing_treatment_6,pc2,0.23390955444769668,0.21185778073908643,0.2151864631786272,-11.893607626788226,10,15.047997836863505,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_6', 'destabilizing_treatment_6', 'destabilizing_treatment_6', 'destabilizing_treatment_6', 'destabilizing_treatment_6', 'destabilizing_treatment_6', 'destabilizing_treatment_6', 'destabilizing_treatment_6', 'destabilizing_treatment_6', 'destabilizing_treatment_6']","[-0.009882671325659495, -0.02121310541364063, -0.004492170929123553, 0.030278996099063663, 0.1310792296903152, 0.05016752332934325, 0.14066133531240715, 0.15490606642191113, 0.22811806048523137, 0.2188376952365343]"
destabilizing_treatment_6,pc3,0.24155749699299492,0.6636563036875416,0.08912324745663015,-11.37883600847771,10,15.136489720996456,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_6', 'destabilizing_treatment_6', 'destabilizing_treatment_6', 'destabilizing_treatment_6', 'destabilizing_treatment_6', 'destabilizing_treatment_6', 'destabilizing_treatment_6', 'destabilizing_treatment_6', 'destabilizing_treatment_6', 'destabilizing_treatment_6']","[0.0007995346378934998, 0.009511420853514894, 0.04215507790882754, 0.08110107369803499, 0.21216722555841214, 0.15531806138715512, 0.026044226180543306, 0.08315573010207339, 0.06573105451361619, 0.06431224889753466]"
destabilizing_treatment_7,pc1,0.27366989405157394,0.4307509793556942,-0.11311294902193322,-9.381803171418147,10,15.522456039395855,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_7', 'destabilizing_treatment_7', 'destabilizing_treatment_7', 'destabilizing_treatment_7', 'destabilizing_treatment_7', 'destabilizing_treatment_7', 'destabilizing_treatment_7', 'destabilizing_treatment_7', 'destabilizing_treatment_7', 'destabilizing_treatment_7']","[-0.007317712574064426, 0.07561699651722269, 0.17522966422155395, 0.10365234348575088, -0.11143010464158, -0.19534676245483468, -0.14953360277489056, -0.1393902854234766, -0.16066250245204583, -0.08864551849088508]"
destabilizing_treatment_7,pc2,0.2531379121455623,-0.02567009856121577,1.3739190200450393,-10.629611896770951,10,15.272712636988256,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_7', 'destabilizing_treatment_7', 'destabilizing_treatment_7', 'destabilizing_treatment_7', 'destabilizing_treatment_7', 'destabilizing_treatment_7', 'destabilizing_treatment_7', 'destabilizing_treatment_7', 'destabilizing_treatment_7', 'destabilizing_treatment_7']","[0.0031837048183726924, -0.0022764083313013264, 0.08883887322929246, 0.08249098624776764, 0.08843920083963183, 0.006127503732852757, 0.08119198540421375, -0.02892374804779281, -0.049471388861838286, -0.18087118784561462]"
destabilizing_treatment_7,pc3,0.20846141959253328,0.8713620746514538,-0.011902059485936232,-13.736450379543111,10,14.759894177364153,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_7', 'destabilizing_treatment_7', 'destabilizing_treatment_7', 'destabilizing_treatment_7', 'destabilizing_treatment_7', 'destabilizing_treatment_7', 'destabilizing_treatment_7', 'destabilizing_treatment_7', 'destabilizing_treatment_7', 'destabilizing_treatment_7']","[0.0025734788132593177, 0.01960774609222625, 0.055611409661823714, -5.094880398480439e-06, 0.025682653686395933, 0.0017996797695404576, -0.11181990293002704, -0.041111038576076536, 0.031143902156923267, -0.012916860155355904]"
destabilizing_treatment_8,pc1,0.20816970047786773,0.0015443139390395075,8.357635560352406,-13.758899976751941,10,14.756628228480924,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_8', 'destabilizing_treatment_8', 'destabilizing_treatment_8', 'destabilizing_treatment_8', 'destabilizing_treatment_8', 'destabilizing_treatment_8', 'destabilizing_treatment_8', 'destabilizing_treatment_8', 'destabilizing_treatment_8', 'destabilizing_treatment_8']","[-0.0070938981475848475, -0.06994700050884455, -0.04300324077456712, -0.08050619567318534, -0.05740951967768061, 0.007916377256043258, 0.03681216994984571, 0.07913041459842815, 0.1371680538582872, 0.12299160789846177]"
destabilizing_treatment_8,pc2,0.2155022329855754,0.5341909644337544,0.022946787189737618,-13.205013112824513,10,14.83880692246349,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_8', 'destabilizing_treatment_8', 'destabilizing_treatment_8', 'destabilizing_treatment_8', 'destabilizing_treatment_8', 'destabilizing_treatment_8', 'destabilizing_treatment_8', 'destabilizing_treatment_8', 'destabilizing_treatment_8', 'destabilizing_treatment_8']","[0.007532909230122278, -0.03802707760465794, -0.017097485559197982, 0.03822791929337332, 0.03645613244105828, 0.04766666292645276, 0.08634534656662299, 0.109945568571146, -0.005950236986433224, -0.035401033758183986]"
destabilizing_treatment_8,pc3,0.19509788910836867,0.09362840699725039,0.29027702091914276,-14.796555729421534,10,14.611211134597385,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_8', 'destabilizing_treatment_8', 'destabilizing_treatment_8', 'destabilizing_treatment_8', 'destabilizing_treatment_8', 'destabilizing_treatment_8', 'destabilizing_treatment_8', 'destabilizing_treatment_8', 'destabilizing_treatment_8', 'destabilizing_treatment_8']","[0.007919164481647116, 0.020963801946221376, 0.06414517220969451, 0.025164721675460452, 0.07525301391778588, 0.06774405891075638, 0.13947055510972434, 0.14977424843925233, 0.21840003902025762, 0.19850572544196285]"
destabilizing_treatment_9,pc1,0.2249920709175235,0.26014526485062683,-0.11775333830744894,-12.515493902038255,10,14.946065222179367,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_9', 'destabilizing_treatment_9', 'destabilizing_treatment_9', 'destabilizing_treatment_9', 'destabilizing_treatment_9', 'destabilizing_treatment_9', 'destabilizing_treatment_9', 'destabilizing_treatment_9', 'destabilizing_treatment_9', 'destabilizing_treatment_9']","[-0.008317457934324986, 0.0485978616333238, 0.08115226715607213, -3.682480920165487e-05, 0.021414243172492787, -0.04285672021791376, -0.0677300002350827, -0.17259664783258483, -0.1603554987280663, -0.1299536178825183]"
destabilizing_treatment_9,pc2,0.2566114549838079,0.6429909768506692,-0.03226091279909793,-10.41155733282935,10,15.314167057733236,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_9', 'destabilizing_treatment_9', 'destabilizing_treatment_9', 'destabilizing_treatment_9', 'destabilizing_treatment_9', 'destabilizing_treatment_9', 'destabilizing_treatment_9', 'destabilizing_treatment_9', 'destabilizing_treatment_9', 'destabilizing_treatment_9']","[-0.008804375823447903, -0.08930957249005103, -0.04223792692833668, 0.027686814527726436, 0.0015002173971236897, -0.023217783512674357, 0.04439832888598527, 0.07961995138970138, -0.07354443725971682, -0.13115222870426477]"
destabilizing_treatment_9,pc3,0.17868526604198504,1.4667637301303742,0.026443372182373127,-16.202669438379765,10,14.42964798237904,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_9', 'destabilizing_treatment_9', 'destabilizing_treatment_9', 'destabilizing_treatment_9', 'destabilizing_treatment_9', 'destabilizing_treatment_9', 'destabilizing_treatment_9', 'destabilizing_treatment_9', 'destabilizing_treatment_9', 'destabilizing_treatment_9']","[-0.008360273762995904, 0.008085253782437178, 0.020547705157384438, 0.016904760924723972, 0.09711650463574695, -0.006320282682368936, 0.05055294281541337, -0.02857297874658698, 0.04737113296928592, 0.03682398459637859]"
destabilizing_treatment_10,pc1,0.21222411320306683,-0.539596154741566,0.07279129465756037,-13.450264355587812,10,14.802002478909518,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_10', 'destabilizing_treatment_10', 'destabilizing_treatment_10', 'destabilizing_treatment_10', 'destabilizing_treatment_10', 'destabilizing_treatment_10', 'destabilizing_treatment_10', 'destabilizing_treatment_10', 'destabilizing_treatment_10', 'destabilizing_treatment_10']","[-0.0045757430678662605, 0.0074297631525578845, 0.042813236058767135, 0.04664434098790659, 0.09028807688817816, 0.0619163485972811, -0.010482324955495705, -0.03537050042632242, -0.08394652491790464, -0.22552610534074127]"
destabilizing_treatment_10,pc2,0.2220089656809459,0.22366792006361963,-0.14394913729073733,-12.729112749147827,10,14.912216574982853,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_10', 'destabilizing_treatment_10', 'destabilizing_treatment_10', 'destabilizing_treatment_10', 'destabilizing_treatment_10', 'destabilizing_treatment_10', 'destabilizing_treatment_10', 'destabilizing_treatment_10', 'destabilizing_treatment_10', 'destabilizing_treatment_10']","[-0.0003480142279563614, 0.03227184080317271, 0.07474670326355407, 0.020126121288996247, 0.05252239732066511, -0.07879009549357532, -0.08340247292456572, -0.12167021436776634, -0.16927013386550982, -0.14697407360895098]"
destabilizing_treatment_10,pc3,0.19095264687583602,0.23730214272558153,-0.05575106486483091,-15.140118951188859,10,14.565303790543934,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_10', 'destabilizing_treatment_10', 'destabilizing_treatment_10', 'destabilizing_treatment_10', 'destabilizing_treatment_10', 'destabilizing_treatment_10', 'destabilizing_treatment_10', 'destabilizing_treatment_10', 'destabilizing_treatment_10', 'destabilizing_treatment_10']","[0.008835437992225364, 0.05370945515681671, -0.017788434731587414, -0.07167674864138096, -0.05969519830992451, -0.06146183524449192, -0.015046406732521868, -0.06636292424178558, -0.05516474690370654, -0.08820553440040557]"
destabilizing_treatment_11,pc1,0.224837091784581,0.9496019978189991,-0.07310032241531073,-12.52659949859794,10,14.944291313407433,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_11', 'destabilizing_treatment_11', 'destabilizing_treatment_11', 'destabilizing_treatment_11', 'destabilizing_treatment_11', 'destabilizing_treatment_11', 'destabilizing_treatment_11', 'destabilizing_treatment_11', 'destabilizing_treatment_11', 'destabilizing_treatment_11']","[0.001660094082830188, -0.09716712237642922, -0.07191563087018864, 0.005854159478668075, -0.05565995209929555, -0.055837131665970374, -0.05222546364917837, -0.1450535009476129, -0.14931206910086567, -0.0322623992666177]"
